"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
        7370,      0.1904670052,     -0.3614621763,       1.841597899,       1.562069887,       5.451710525,      -8.546956228,   2.357175348e-09,   1.778169779e-06,                 1,                 1,                 1
        7371,       0.190468489,      -0.349745412,       1.936137996,       1.692570652,       5.429285026,      -8.546973731,   2.357166009e-09,   1.778169779e-06,                 1,                 1,                 1
        7372,      0.1904720327,     -0.3459333499,       1.938643233,       1.692742249,       5.429313588,      -8.546980183,   2.357156689e-09,   1.778169779e-06,                 1,                 1,                 1
        7373,       0.190473452,     -0.3603540617,       1.844970991,        1.56574807,       5.440853531,      -8.546951222,   2.357147389e-09,   1.778169779e-06,                 1,                 1,                 1
        7374,      0.1904769766,     -0.3589831083,       1.844797364,        1.56403075,       5.441069161,      -8.546939853,   2.357138109e-09,   1.778169779e-06,                 1,                 1,                 1
        7375,       0.190478436,     -0.3479510582,       1.938478022,       1.693368815,       5.429330818,      -8.546929631,   2.357128849e-09,   1.778169779e-06,                 1,                 1,                 1
        7376,      0.1904798662,     -0.3597039289,       1.842591282,       1.564141677,       5.441147284,      -8.546927066,   2.357119608e-09,   1.778169779e-06,                 1,                 1,                 1
        7377,      0.1904813182,     -0.3463224498,       1.939183716,       1.693305429,       5.429350804,       -8.54694284,   2.357110387e-09,   1.778169779e-06,                 1,                 1,                 1
        7378,      0.1904828584,       -0.36138218,       1.843439632,       1.563418018,       5.440989083,      -8.546934654,   2.357101186e-09,   1.778169779e-06,                 1,                 1,                 1
        7379,      0.1904843637,     -0.3603167998,       1.842898455,       1.562346248,       5.441071682,      -8.546928556,   2.357092004e-09,   1.778169779e-06,                 1,                 1,                 1
        7380,      0.1904858665,      -0.361155233,       1.842935327,       1.564320111,       5.440861594,      -8.546907139,   2.357082843e-09,   1.778169779e-06,                 1,                 1,                 1
        7381,        0.19049532,     -0.3618711594,       1.841463633,       1.562332573,       5.441073973,      -8.546832062,   2.357073701e-09,   1.778169779e-06,                 1,                 1,                 1
        7382,      0.1905011361,     -0.3616559693,       1.841010444,       1.562080554,       5.441196123,      -8.546816274,   2.357064579e-09,   1.778169779e-06,                 1,                 1,                 1
        7383,      0.1905026312,      -0.346831013,       1.935918784,        1.69296248,       5.429169818,      -8.546827975,   2.357055476e-09,   1.778169779e-06,                 1,                 1,                 1
        7384,      0.1905041356,     -0.3532116469,       1.845346288,       1.565609629,       5.440894103,      -8.546832694,   2.357046393e-09,   1.778169779e-06,                 1,                 1,                 1
        7385,       0.190505595,     -0.3583048152,       1.848838242,       1.568865173,       5.450909211,      -8.546848143,    2.35703733e-09,   1.778169779e-06,                 1,                 1,                 1
        7386,      0.1905070749,     -0.3605032883,       1.844478711,       1.565553157,       5.440803913,      -8.546862178,   2.357028286e-09,   1.778169779e-06,                 1,                 1,                 1
        7387,      0.1905085141,     -0.3492084806,       1.939132255,       1.693569185,       5.429294657,      -8.546879005,   2.357019263e-09,   1.778169779e-06,                 1,                 1,                 1
        7388,      0.1905099658,     -0.3495880186,       1.938259347,       1.693544558,       5.429307111,      -8.546893181,   2.357010259e-09,   1.778169779e-06,                 1,                 1,                 1
        7389,      0.1905115924,       -0.34621727,       1.939028165,       1.693047049,       5.429334461,      -8.546902921,   2.357001274e-09,   1.778169779e-06,                 1,                 1,                 1
        7390,      0.1905130319,     -0.3480826335,       1.939371597,       1.693368665,       5.429314138,      -8.546891268,    2.35699231e-09,   1.778169779e-06,                 1,                 1,                 1
        7391,      0.1905155303,     -0.3605082484,       1.841473242,       1.562443787,       5.441193835,      -8.546840798,   2.356983365e-09,   1.778169779e-06,                 1,                 1,                 1
        7392,      0.1905190763,     -0.3614343141,       1.841725525,       1.563724561,        5.44110624,      -8.546853891,   2.356974439e-09,   1.778169779e-06,                 1,                 1,                 1
        7393,       0.190521571,     -0.3485919215,        1.93883998,       1.693548652,       5.429257581,      -8.546853763,   2.356965535e-09,   1.778169779e-06,                 1,                 1,                 1
        7394,      0.1905230134,     -0.3472314994,       1.937387583,       1.693407886,       5.429263335,      -8.546851573,   2.356956649e-09,   1.778169779e-06,                 1,                 1,                 1
        7395,      0.1905244704,     -0.3483659877,       1.936305938,       1.692927575,       5.429239801,      -8.546845787,   2.356947783e-09,   1.778169779e-06,                 1,                 1,                 1
        7396,      0.1905280163,     -0.3603618682,       1.841512779,       1.563295115,       5.441086433,      -8.546803929,   2.356938936e-09,   1.778169779e-06,                 1,                 1,                 1
        7397,        0.19053083,     -0.3597018719,       1.842806848,       1.563207828,       5.441005533,      -8.546790886,    2.35693011e-09,   1.778169779e-06,                 1,                 1,                 1
        7398,      0.1905323124,     -0.3471759737,       1.939776085,          1.693412,       5.429158727,       -8.54673035,   2.356921302e-09,   1.778169779e-06,                 1,                 1,                 1
        7399,      0.1905339328,      -0.346826288,       1.936959829,       1.693092623,       5.429154053,      -8.546707996,   2.356912515e-09,   1.778169779e-06,                 1,                 1,                 1
        7400,      0.1905354931,      -0.345856031,       1.938506908,       1.693845081,       5.429132334,      -8.546704784,   2.356903748e-09,   1.778169779e-06,                 1,                 1,                 1
        7401,      0.1905427507,     -0.3595229371,       1.843992945,       1.564054887,        5.45166753,      -8.546702589,      2.356895e-09,   1.778169779e-06,                 1,                 1,                 1
        7402,      0.1905452116,     -0.3479051508,       1.939215805,       1.693464041,       5.429295464,      -8.546696644,   2.356886272e-09,   1.778169779e-06,                 1,                 1,                 1
        7403,      0.1905467013,      -0.347923089,       1.936680322,       1.693167461,       5.429323146,      -8.546700386,   2.356877562e-09,   1.778169779e-06,                 1,                 1,                 1
