"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
        4416,      0.1843103773,     -0.4377100623,       1.813350272,       1.526113698,       4.874109229,      -9.359253099,   2.379221591e-09,   1.778169779e-06,                 1,                 1,                 1
        4417,      0.1843099913,     -0.4376951649,        1.81423908,        1.52599511,       4.872407208,      -9.358855592,   2.379219662e-09,   1.778169779e-06,                 1,                 1,                 1
        4418,      0.1843098851,     -0.4405507385,       1.808418854,       1.522847527,       4.877632625,      -9.358459952,   2.379217746e-09,   1.778169779e-06,                 1,                 1,                 1
        4419,      0.1843095093,      -0.422346134,       1.915085651,       1.671936383,       4.584002496,      -9.358067333,   2.379215845e-09,   1.778169779e-06,                 1,                 1,                 1
        4420,      0.1843091774,     -0.4142505753,         1.9217517,       1.672058387,       4.584499014,      -9.357672885,   2.379213957e-09,   1.778169779e-06,                 1,                 1,                 1
        4421,      0.1843188561,     -0.4230074486,        1.91457707,       1.671698301,       4.583434645,      -9.357257797,   2.379212083e-09,   1.778169779e-06,                 1,                 1,                 1
        4422,      0.1843186044,      -0.422387143,       1.915278882,       1.671688175,       4.583279473,      -9.356849602,   2.379210224e-09,   1.778169779e-06,                 1,                 1,                 1
        4423,      0.1843218581,     -0.4249085087,       1.914222491,       1.671685248,       4.581779636,      -9.356450719,   2.379208379e-09,   1.778169779e-06,                 1,                 1,                 1
        4424,      0.1843215583,      -0.420060502,       1.916538512,       1.671857241,       4.583212406,      -9.356059189,    2.37920655e-09,   1.778169779e-06,                 1,                 1,                 1
        4425,      0.1843212614,     -0.4201592381,       1.916563599,       1.671720095,       4.581967632,      -9.355676641,   2.379204735e-09,   1.778169779e-06,                 1,                 1,                 1
        4426,      0.1843209826,      -0.419406384,       1.911859017,       1.671127112,       4.999029245,      -9.355294102,   2.379202935e-09,   1.778169779e-06,                 1,                 1,                 1
        4427,      0.1843206863,     -0.4230879906,       1.917578301,       1.672166372,       4.581483632,      -9.354923152,   2.379201151e-09,   1.778169779e-06,                 1,                 1,                 1
        4428,      0.1843207335,     -0.4173469663,        1.91854612,       1.672017782,       4.582599241,      -9.354528093,   2.379199383e-09,   1.778169779e-06,                 1,                 1,                 1
        4429,      0.1843205259,     -0.4166863794,       1.919352995,        1.67193755,       4.582175106,      -9.354138041,   2.379197631e-09,   1.778169779e-06,                 1,                 1,                 1
        4430,       0.184323765,     -0.4218770024,       1.917453741,       1.671938742,       4.580611103,      -9.353753098,   2.379195895e-09,   1.778169779e-06,                 1,                 1,                 1
        4431,      0.1843250917,     -0.4191494596,       1.913756821,        1.67149382,        4.58247985,      -9.353364167,   2.379194175e-09,   1.778169779e-06,                 1,                 1,                 1
        4432,      0.1843263756,     -0.4245175032,       1.914320483,       1.671781662,       4.580952172,       -9.35296554,   2.379192472e-09,   1.778169779e-06,                 1,                 1,                 1
        4433,      0.1843260118,     -0.4220116066,       1.914470095,       1.671707038,       4.580499594,      -9.352602668,   2.379190786e-09,   1.778169779e-06,                 1,                 1,                 1
        4434,      0.1843257193,     -0.4250249593,       1.913686225,       1.671704159,       4.579072525,      -9.352236409,   2.379189117e-09,   1.778169779e-06,                 1,                 1,                 1
        4435,      0.1843255776,     -0.4074696573,       1.926013848,       1.671533907,       4.581633703,      -9.351867402,   2.379187465e-09,   1.778169779e-06,                 1,                 1,                 1
        4436,      0.1843255007,     -0.4138802381,       1.921408244,        1.67179399,       4.581603789,      -9.351498432,    2.37918583e-09,   1.778169779e-06,                 1,                 1,                 1
        4437,      0.1843251529,     -0.4377386308,       1.812837887,       1.522524482,       4.876722923,      -9.351126667,   2.379184214e-09,   1.778169779e-06,                 1,                 1,                 1
        4438,       0.184328181,     -0.4173369356,       1.917777729,       1.671796188,       4.579578608,       -9.35075524,   2.379182615e-09,   1.778169779e-06,                 1,                 1,                 1
        4439,      0.1843278735,     -0.4089950793,        1.92081396,       1.671650706,       4.581734108,      -9.350382489,   2.379181034e-09,   1.778169779e-06,                 1,                 1,                 1
        4440,      0.1843308467,     -0.4151939777,       1.919711852,       1.671778583,       4.579911726,      -9.350000625,   2.379179472e-09,   1.778169779e-06,                 1,                 1,                 1
        4441,      0.1843418817,     -0.4141202857,         1.9210172,       1.672618468,       4.582725765,      -9.349611559,   2.379177929e-09,   1.778169779e-06,                 1,                 1,                 1
        4442,      0.1843414896,     -0.4196887824,       1.917975842,       1.672022682,       4.579888163,      -9.349151139,   2.379176404e-09,   1.778169779e-06,                 1,                 1,                 1
        4443,      0.1843410576,     -0.4098930189,       1.923138278,       1.671534439,       4.580150221,      -9.348808916,   2.379174898e-09,   1.778169779e-06,                 1,                 1,                 1
        4444,      0.1843406313,     -0.4160496503,       1.918505415,       1.671219334,       4.579352254,      -9.348442019,   2.379173411e-09,   1.778169779e-06,                 1,                 1,                 1
        4445,      0.1843403666,     -0.4219477552,       1.918625347,       1.671895556,       4.576035634,      -9.334104676,   2.379171944e-09,   1.778169779e-06,                 1,                 1,                 1
        4446,      0.1843415512,     -0.4188935353,       1.919470454,       1.672120601,       4.990794927,      -9.342639119,   2.379170495e-09,   1.778169779e-06,                 1,                 1,                 1
        4447,      0.1843410523,     -0.4225471322,       1.917182503,        1.67198406,       4.575469343,      -9.345251568,   2.379169067e-09,   1.778169779e-06,                 1,                 1,                 1
        4448,      0.1843404761,     -0.4213562876,       1.915222394,       1.671607748,        4.57630747,      -9.346366683,   2.379167658e-09,   1.778169779e-06,                 1,                 1,                 1
        4449,      0.1843399198,     -0.4233294574,       1.912193744,       1.671240594,       4.576425979,      -9.346561178,    2.37916627e-09,   1.778169779e-06,                 1,                 1,                 1
        4450,      0.1843393613,     -0.4233792337,       1.912128216,       1.671327009,       4.576166787,      -9.346528992,   2.379164901e-09,   1.778169779e-06,                 1,                 1,                 1
        4451,      0.1843391344,     -0.4202450173,       1.916879385,       1.671964955,       4.575969767,       -9.34634927,   2.379163553e-09,   1.778169779e-06,                 1,                 1,                 1
        4452,      0.1843420112,      -0.440415812,       1.807614836,        1.52247334,       4.874874191,       -9.34340828,   2.379162225e-09,   1.778169779e-06,                 1,                 1,                 1
        4453,      0.1843415774,      -0.418598825,       1.915996914,       1.671712214,       4.575907867,      -9.343525405,   2.379160917e-09,   1.778169779e-06,                 1,                 1,                 1
        4454,      0.1843427051,     -0.4212591235,       1.915522051,       1.671625608,        4.57484633,      -9.343416443,    2.37915963e-09,   1.778169779e-06,                 1,                 1,                 1
        4455,      0.1843421429,      -0.421807859,        1.91754583,       1.672082846,       4.573763344,      -9.343238374,   2.379158364e-09,   1.778169779e-06,                 1,                 1,                 1
        4456,      0.1843415952,     -0.4222390471,       1.913124305,       1.671478112,       4.575133721,       -9.34296354,   2.379157118e-09,   1.778169779e-06,                 1,                 1,                 1
        4457,      0.1843411687,     -0.4236675905,       1.913432763,       1.671394534,       4.573210883,        -9.3427264,   2.379155893e-09,   1.778169779e-06,                 1,                 1,                 1
        4458,      0.1843407253,     -0.4226469061,       1.911846646,        1.67137027,       4.574147019,      -9.342520396,    2.37915469e-09,   1.778169779e-06,                 1,                 1,                 1
        4459,      0.1843403451,     -0.4218260471,       1.915031224,        1.67162503,        4.57276804,      -9.342353431,   2.379153507e-09,   1.778169779e-06,                 1,                 1,                 1
        4460,      0.1843400246,     -0.4197739434,        1.91853506,       1.671995634,       4.572006046,      -9.342209026,   2.379152345e-09,   1.778169779e-06,                 1,                 1,                 1
        4461,       0.184349457,      -0.422326237,       1.914059684,       1.671507898,       4.572180524,      -9.342074457,   2.379151205e-09,   1.778169779e-06,                 1,                 1,                 1
        4462,      0.1843491356,     -0.4239203614,       1.910070539,       1.671087258,       4.573765379,      -9.341929666,   2.379150086e-09,   1.778169779e-06,                 1,                 1,                 1
        4463,      0.1843503824,     -0.4179128699,       1.915413766,       1.671620678,       4.573828555,      -9.341884171,   2.379148988e-09,   1.778169779e-06,                 1,                 1,                 1
        4464,      0.1843500695,     -0.4227929934,         1.9161481,       1.671795522,       4.570810523,      -9.341722862,   2.379147912e-09,   1.778169779e-06,                 1,                 1,                 1
        4465,      0.1843497538,     -0.4242283351,       1.913850205,       1.671474328,       4.983453702,      -9.341522217,   2.379146857e-09,   1.778169779e-06,                 1,                 1,                 1
        4466,      0.1843493511,     -0.4252312875,       1.911101729,       1.671226096,       4.571320677,      -9.341272629,   2.379145824e-09,   1.778169779e-06,                 1,                 1,                 1
        4467,      0.1843490238,     -0.4204216631,       1.912406809,        1.67093538,       4.573129197,      -9.341062602,   2.379144812e-09,   1.778169779e-06,                 1,                 1,                 1
        4468,      0.1843485858,     -0.4196848616,       1.912399848,        1.67131632,       4.572804866,      -9.340850373,   2.379143821e-09,   1.778169779e-06,                 1,                 1,                 1
        4469,      0.1843516363,      -0.440785419,       1.808384818,       1.523628866,       4.872531293,      -9.338091219,   2.379142853e-09,   1.778169779e-06,                 1,                 1,                 1
        4470,      0.1843547526,     -0.4161873075,        1.92031302,        1.67181474,       4.574094063,      -9.338074245,   2.379141905e-09,   1.778169779e-06,                 1,                 1,                 1
        4471,      0.1843544151,     -0.4187145324,       1.917856395,       1.671713422,       4.570739903,       -9.33904162,    2.37914098e-09,   1.778169779e-06,                 1,                 1,                 1
        4472,      0.1843543333,     -0.4133546437,       1.922276681,       1.672235301,       4.571703839,      -9.339284927,   2.379140076e-09,   1.778169779e-06,                 1,                 1,                 1
        4473,      0.1843539364,     -0.4175565521,         1.9167002,       1.671666787,       4.571692724,      -9.339443864,   2.379139194e-09,   1.778169779e-06,                 1,                 1,                 1
        4474,      0.1843539021,     -0.4398043564,       1.806580528,       1.522136285,        4.87361249,      -9.339359975,   2.379138334e-09,   1.778169779e-06,                 1,                 1,                 1
        4475,      0.1843569412,      -0.423418889,       1.913809043,       1.671547984,       4.569422458,      -9.339156853,   2.379137495e-09,   1.778169779e-06,                 1,                 1,                 1
        4476,      0.1843565559,     -0.4253032282,       1.911181328,       1.671235543,       4.568304754,      -9.338908718,   2.379136679e-09,   1.778169779e-06,                 1,                 1,                 1
        4477,      0.1843561908,     -0.4235820459,       1.907632679,       1.670749116,       4.570424427,      -9.338626106,   2.379135884e-09,   1.778169779e-06,                 1,                 1,                 1
        4478,      0.1843558555,     -0.4185014526,       1.919856536,       1.671789365,       4.567703299,      -9.338322799,   2.379135111e-09,   1.778169779e-06,                 1,                 1,                 1
        4479,       0.184355516,     -0.4236348087,       1.914569218,       1.671512257,       4.567042507,      -9.338012459,   2.379134361e-09,   1.778169779e-06,                 1,                 1,                 1
        4480,      0.1843552736,     -0.4224871969,       1.910113142,       1.670990162,       4.568792777,      -9.337697707,   2.379133633e-09,   1.778169779e-06,                 1,                 1,                 1
        4481,      0.1843648905,     -0.4229126111,        1.91404251,       1.671496806,       4.567646143,      -9.337375991,   2.379132928e-09,   1.778169779e-06,                 1,                 1,                 1
        4482,      0.1843646236,     -0.4232751084,       1.915302973,       1.671872065,       4.566278242,      -9.337056411,   2.379132245e-09,   1.778169779e-06,                 1,                 1,                 1
        4483,      0.1843643442,     -0.4418712149,       1.805662308,       1.522523911,       4.871704118,      -9.336733449,   2.379131585e-09,   1.778169779e-06,                 1,                 1,                 1
        4484,       0.184364081,     -0.4237232681,       1.914099855,       1.671500082,       4.976211441,      -9.336413307,   2.379130948e-09,   1.778169779e-06,                 1,                 1,                 1
        4485,      0.1843655364,     -0.4241246441,       1.912958678,       1.671522688,       4.568126181,      -9.336091184,   2.379130333e-09,   1.778169779e-06,                 1,                 1,                 1
        4486,       0.184365255,     -0.4233820644,       1.911582863,       1.671211282,       4.566762484,       -9.33576784,   2.379129741e-09,   1.778169779e-06,                 1,                 1,                 1
        4487,      0.1843650209,      -0.421976974,       1.912595721,       1.671363784,       4.568389574,      -9.335442232,   2.379129171e-09,   1.778169779e-06,                 1,                 1,                 1
        4488,      0.1843646685,     -0.4230645168,       1.913004866,       1.671448774,       4.574074029,      -9.335115907,   2.379128624e-09,   1.778169779e-06,                 1,                 1,                 1
        4489,       0.184364414,     -0.4218077184,       1.914159129,        1.67150712,       4.571077469,      -9.334788623,     2.3791281e-09,   1.778169779e-06,                 1,                 1,                 1
        4490,      0.1843644964,     -0.4248794505,       1.912157615,       1.671463509,       4.568173175,      -9.334461525,   2.379127598e-09,   1.778169779e-06,                 1,                 1,                 1
        4491,      0.1843642411,     -0.4213825229,       1.911688973,       1.671093464,        4.57502867,       -9.33412277,   2.379127119e-09,   1.778169779e-06,                 1,                 1,                 1
        4492,      0.1843674206,      -0.422575752,       1.911156437,       1.670980642,       4.574081173,      -9.333786331,   2.379126663e-09,   1.778169779e-06,                 1,                 1,                 1
        4493,      0.1843671284,     -0.4137494591,        1.91797839,       1.671391651,       4.575382645,       -9.33356242,   2.379126231e-09,   1.778169779e-06,                 1,                 1,                 1
        4494,      0.1843667955,     -0.4201511978,       1.917222382,       1.671523695,       4.563579485,      -9.333244677,   2.379125824e-09,   1.778169779e-06,                 1,                 1,                 1
        4495,      0.1843665106,     -0.4202179526,       1.914120676,       1.671325088,       4.564643853,      -9.332894679,   2.379125445e-09,   1.778169779e-06,                 1,                 1,                 1
        4496,      0.1843695577,     -0.4182056942,       1.915385169,       1.671445737,       4.564963871,      -9.332558562,   2.379125095e-09,   1.778169779e-06,                 1,                 1,                 1
        4497,      0.1843697712,      -0.417221347,       1.917279084,        1.67163219,        4.56559047,      -9.332224285,   2.379124774e-09,   1.778169779e-06,                 1,                 1,                 1
        4498,      0.1843695486,     -0.4169227059,        1.91550381,       1.671390549,        4.56526161,       -9.33189406,   2.379124484e-09,   1.778169779e-06,                 1,                 1,                 1
        4499,       0.184369485,     -0.4374710269,        1.81236984,       1.525510491,       4.866133133,      -9.331565717,   2.379124224e-09,   1.778169779e-06,                 1,                 1,                 1
        4500,      0.1843692172,     -0.4163738522,       1.919400141,       1.671873915,       4.564997137,      -9.331241756,   2.379123996e-09,   1.778169779e-06,                 1,                 1,                 1
        4501,      0.1843820009,     -0.4209740561,       1.916362716,       1.671605063,       4.562750036,      -9.330919685,   2.379123799e-09,   1.778169779e-06,                 1,                 1,                 1
        4502,       0.184381841,     -0.4215699566,       1.915670818,       1.671605635,       4.561685953,      -9.330601719,   2.379123633e-09,   1.778169779e-06,                 1,                 1,                 1
        4503,      0.1843817298,     -0.4232634653,       1.911693942,       1.671131503,       4.969192598,      -9.330286206,   2.379123498e-09,   1.778169779e-06,                 1,                 1,                 1
        4504,      0.1843815141,     -0.4218441574,       1.914215114,       1.671383464,       4.561699675,      -9.329974299,   2.379123392e-09,   1.778169779e-06,                 1,                 1,                 1
        4505,       0.184381325,     -0.4213684427,       1.911405788,       1.670939072,       4.563190285,      -9.329666139,   2.379123316e-09,   1.778169779e-06,                 1,                 1,                 1
        4506,      0.1843811135,      -0.420749806,       1.912044962,       1.671005163,       4.563032801,       -9.32936034,   2.379123268e-09,   1.778169779e-06,                 1,                 1,                 1
        4507,      0.1843810038,     -0.4150597145,       1.921625831,       1.671662135,       4.561661411,      -9.329057098,   2.379123248e-09,   1.778169779e-06,                 1,                 1,                 1
        4508,      0.1843808451,     -0.4211715117,       1.914463989,       1.671206933,       4.561382099,      -9.328757369,   2.379123256e-09,   1.778169779e-06,                 1,                 1,                 1
        4509,      0.1843806721,      -0.422411584,       1.912801456,       1.671041827,       4.562010812,      -9.328459418,    2.37912329e-09,   1.778169779e-06,                 1,                 1,                 1
        4510,      0.1843805439,     -0.4231331982,       1.910280522,       1.670725169,       4.561600584,      -9.328162796,    2.37912335e-09,   1.778169779e-06,                 1,                 1,                 1
        4511,      0.1843804603,     -0.4186489736,       1.908613382,       1.670425328,       4.563889069,      -9.327862162,   2.379123436e-09,   1.778169779e-06,                 1,                 1,                 1
        4512,      0.1843803196,     -0.4385415909,       1.808284267,        1.52265425,       4.868850862,      -9.327566591,   2.379123546e-09,   1.778169779e-06,                 1,                 1,                 1
        4513,      0.1843802182,     -0.4388898065,       1.806013999,       1.521145046,       4.871409026,      -9.327278124,   2.379123681e-09,   1.778169779e-06,                 1,                 1,                 1
        4514,      0.1843800531,     -0.4217048159,        1.91425008,       1.671294955,       4.559470566,      -9.326995925,   2.379123841e-09,   1.778169779e-06,                 1,                 1,                 1
        4515,      0.1843798509,     -0.4219164912,       1.911354314,       1.670889116,        4.56039767,      -9.326713069,   2.379124024e-09,   1.778169779e-06,                 1,                 1,                 1
        4516,      0.1843797191,     -0.4179905018,       1.909917002,       1.670599849,       4.563186227,      -9.326429825,   2.379124232e-09,   1.778169779e-06,                 1,                 1,                 1
        4517,      0.1843796348,     -0.4389187753,       1.807754274,       1.522328745,       4.868768677,      -9.326146723,   2.379124463e-09,   1.778169779e-06,                 1,                 1,                 1
        4518,      0.1843794783,     -0.4211918185,        1.91606577,       1.671480581,       4.558103646,      -9.325862965,   2.379124717e-09,   1.778169779e-06,                 1,                 1,                 1
        4519,      0.1843809613,     -0.4220193245,       1.913457471,        1.67109577,       4.558859275,      -9.325594522,   2.379124995e-09,   1.778169779e-06,                 1,                 1,                 1
        4520,      0.1843812039,      -0.418656982,       1.912621069,       1.670718429,       4.560149274,      -9.325311177,   2.379125296e-09,   1.778169779e-06,                 1,                 1,                 1
        4521,      0.1843907035,     -0.4182518343,       1.911643758,       1.670921117,       4.962854461,      -9.325024413,   2.379125621e-09,   1.778169779e-06,                 1,                 1,                 1
        4522,      0.1843905543,     -0.4362604255,       1.808875633,       1.524047228,       4.867300475,      -9.324726806,   2.379125969e-09,   1.778169779e-06,                 1,                 1,                 1
        4523,      0.1843936752,     -0.4136016407,       1.919969456,       1.671709413,       4.560434802,      -9.324424003,    2.37912634e-09,   1.778169779e-06,                 1,                 1,                 1
        4524,      0.1843934916,     -0.4173510371,       1.918102049,       1.671608877,       4.559281096,      -9.324117062,   2.379126735e-09,   1.778169779e-06,                 1,                 1,                 1
        4525,      0.1843932926,      -0.419863545,       1.920650402,         1.6716996,        4.55805805,      -9.323810871,   2.379127152e-09,   1.778169779e-06,                 1,                 1,                 1
        4526,      0.1843933852,     -0.4213797834,       1.915483528,       1.671252882,       4.557763631,      -9.323486611,   2.379127593e-09,   1.778169779e-06,                 1,                 1,                 1
        4527,      0.1843931507,      -0.422911794,       1.911321248,       1.670797115,       4.557992791,      -9.323183696,   2.379128057e-09,   1.778169779e-06,                 1,                 1,                 1
        4528,      0.1843929188,     -0.4231496358,       1.911573125,       1.670793661,       4.556973557,      -9.322884141,   2.379128543e-09,   1.778169779e-06,                 1,                 1,                 1
        4529,      0.1843926308,     -0.4216471519,       1.910015434,       1.670650124,       4.557563368,      -9.322590122,   2.379129053e-09,   1.778169779e-06,                 1,                 1,                 1
        4530,      0.1843923046,     -0.4201839937,       1.912871475,       1.671370364,       4.558313107,      -9.322302938,   2.379129585e-09,   1.778169779e-06,                 1,                 1,                 1
        4531,      0.1843920073,     -0.4195780366,       1.913476687,       1.671347849,       4.557239839,      -9.322017653,   2.379130141e-09,   1.778169779e-06,                 1,                 1,                 1
        4532,      0.1843917096,     -0.4395384231,       1.805255126,       1.521889779,       4.869694916,       -9.32173354,   2.379130719e-09,   1.778169779e-06,                 1,                 1,                 1
        4533,      0.1843930716,     -0.4223232673,       1.913661064,       1.671282337,       4.554940865,      -9.321453432,   2.379131321e-09,   1.778169779e-06,                 1,                 1,                 1
        4534,      0.1843928404,     -0.4219870982,       1.912610481,       1.671006731,       4.555690061,       -9.32117408,   2.379131945e-09,   1.778169779e-06,                 1,                 1,                 1
        4535,      0.1843925581,     -0.4180628405,       1.913442512,       1.670762112,       4.556796956,      -9.320897072,   2.379132593e-09,   1.778169779e-06,                 1,                 1,                 1
        4536,      0.1843922253,     -0.4146973785,       1.912647174,       1.670795446,       4.558238257,      -9.320620294,   2.379133264e-09,   1.778169779e-06,                 1,                 1,                 1
        4537,      0.1843919592,     -0.4335550779,       1.807883603,       1.523125276,       4.868625473,       -9.32034505,   2.379133958e-09,   1.778169779e-06,                 1,                 1,                 1
        4538,      0.1843916433,     -0.4363264071,       1.807561619,       1.522801378,       4.867727694,      -9.320068001,   2.379134675e-09,   1.778169779e-06,                 1,                 1,                 1
        4539,      0.1843912948,     -0.4160366052,       1.917564637,       1.671454032,       4.555859546,      -9.319791659,   2.379135415e-09,   1.778169779e-06,                 1,                 1,                 1
        4540,      0.1843909832,     -0.4184751333,       1.914539604,       1.671100084,        4.95734894,      -9.319513301,   2.379136178e-09,   1.778169779e-06,                 1,                 1,                 1
        4541,      0.1844001342,     -0.4210621077,       1.909776337,       1.670715699,       4.555991314,      -9.319234764,   2.379136962e-09,   1.778169779e-06,                 1,                 1,                 1
        4542,      0.1843997876,     -0.4210923107,       1.913270182,        1.67133594,       4.553697874,      -9.318953464,   2.379137767e-09,   1.778169779e-06,                 1,                 1,                 1
        4543,      0.1843997509,     -0.4217392223,       1.913078738,       1.671262817,       4.554163226,      -9.318647129,    2.37913859e-09,   1.778169779e-06,                 1,                 1,                 1
        4544,      0.1843997196,     -0.4208656422,       1.912297919,       1.671059205,       4.553960973,      -9.318323687,   2.379139432e-09,   1.778169779e-06,                 1,                 1,                 1
        4545,      0.1843995434,     -0.4225620667,       1.912240325,       1.671095097,       4.553075541,      -9.318046177,   2.379140291e-09,   1.778169779e-06,                 1,                 1,                 1
        4546,      0.1843992558,     -0.4195673779,       1.912633944,       1.671214228,       4.553594371,      -9.317757399,   2.379141168e-09,   1.778169779e-06,                 1,                 1,                 1
        4547,      0.1843989599,     -0.4204211542,       1.915662754,       1.671967311,       4.552932958,       -9.31748941,   2.379142062e-09,   1.778169779e-06,                 1,                 1,                 1
        4548,      0.1844037114,      -0.417514899,       1.915373343,       1.671393856,       4.554143574,       -9.31722404,   2.379142972e-09,   1.778169779e-06,                 1,                 1,                 1
        4549,      0.1844034921,     -0.4186276401,       1.912148386,       1.671039971,       4.554504526,      -9.316959692,   2.379143899e-09,   1.778169779e-06,                 1,                 1,                 1
        4550,      0.1844032287,     -0.4119999865,       1.921072789,       1.671501498,       4.553798168,      -9.316688575,   2.379144842e-09,   1.778169779e-06,                 1,                 1,                 1
        4551,      0.1844029229,     -0.4191998616,       1.915744404,       1.671229563,       4.552015189,       -9.31642116,   2.379145801e-09,   1.778169779e-06,                 1,                 1,                 1
        4552,      0.1844026066,     -0.4185070591,       1.910930159,       1.670751559,       4.554360114,      -9.316130536,   2.379146776e-09,   1.778169779e-06,                 1,                 1,                 1
        4553,      0.1844026461,      -0.416004126,       1.914869008,       1.671023836,        4.59067725,      -9.315846068,   2.379147767e-09,   1.778169779e-06,                 1,                 1,                 1
        4554,       0.184402467,     -0.4182110101,       1.914316287,       1.671151079,       4.552537051,      -9.315543298,   2.379148771e-09,   1.778169779e-06,                 1,                 1,                 1
        4555,      0.1844021336,     -0.4184310922,       1.912855909,       1.671120037,       4.553086135,      -9.315199811,    2.37914979e-09,   1.778169779e-06,                 1,                 1,                 1
        4556,      0.1844018124,     -0.4364214326,       1.804626738,       1.521764285,       4.869149933,      -9.314981581,   2.379150822e-09,   1.778169779e-06,                 1,                 1,                 1
        4557,      0.1844047601,     -0.4210747425,       1.912390949,       1.671102485,       4.552717882,      -9.314702314,   2.379151866e-09,   1.778169779e-06,                 1,                 1,                 1
        4558,      0.1844060661,      -0.422722178,       1.910373629,       1.670861098,       4.949509101,      -9.314352047,   2.379152924e-09,   1.778169779e-06,                 1,                 1,                 1
        4559,      0.1844073584,     -0.4206980677,       1.910899597,       1.671038563,       4.552409076,      -9.313936206,   2.379153997e-09,   1.778169779e-06,                 1,                 1,                 1
        4560,      0.1844070477,     -0.4197778124,       1.911721554,       1.671204938,       4.551261496,      -9.313553179,    2.37915509e-09,   1.778169779e-06,                 1,                 1,                 1
        4561,      0.1844195864,     -0.4441024248,       1.802249391,       1.522193742,        4.86941033,      -9.313187795,   2.379156205e-09,   1.778169779e-06,                 1,                 1,                 1
        4562,      0.1844228029,     -0.4190698603,       1.915766849,       1.671557346,       4.550234687,      -9.312833969,   2.379157348e-09,   1.778169779e-06,                 1,                 1,                 1
        4563,       0.184422575,     -0.4213454707,       1.914456242,       1.671345539,       4.549613907,      -9.312497676,   2.379158522e-09,   1.778169779e-06,                 1,                 1,                 1
        4564,      0.1844223221,     -0.4223054197,       1.912451839,       1.671079415,       4.549033315,      -9.312171488,   2.379159731e-09,   1.778169779e-06,                 1,                 1,                 1
        4565,      0.1844221571,     -0.4228648121,       1.910027675,       1.670788168,       4.549667102,      -9.311855771,   2.379160975e-09,   1.778169779e-06,                 1,                 1,                 1
        4566,      0.1844270441,     -0.4215288897,        1.90807576,       1.670519209,       4.551159484,      -9.311551466,   2.379162257e-09,   1.778169779e-06,                 1,                 1,                 1
        4567,      0.1844268161,     -0.4168182368,        1.91235334,       1.671447576,       4.565273872,      -9.311248155,   2.379163577e-09,   1.778169779e-06,                 1,                 1,                 1
        4568,      0.1844266284,     -0.4204756119,       1.915654146,       1.671725674,       4.555039422,      -9.310936239,   2.379164935e-09,   1.778169779e-06,                 1,                 1,                 1
        4569,      0.1844262875,     -0.4210149147,       1.913427477,       1.671388291,        4.54931491,      -9.310623346,   2.379166329e-09,   1.778169779e-06,                 1,                 1,                 1
        4570,      0.1844260661,     -0.4197384666,       1.912418449,       1.671069403,       4.549190864,       -9.31030412,    2.37916776e-09,   1.778169779e-06,                 1,                 1,                 1
        4571,      0.1844258212,     -0.4181180452,       1.915638088,       1.671442336,       4.549040923,      -9.309987699,   2.379169227e-09,   1.778169779e-06,                 1,                 1,                 1
        4572,      0.1844288585,     -0.4164148965,       1.913487646,       1.671024042,       4.549906491,      -9.309668893,   2.379170728e-09,   1.778169779e-06,                 1,                 1,                 1
        4573,      0.1844285658,     -0.4209080265,       1.911877592,       1.671020497,       4.548740894,      -9.309354908,   2.379172263e-09,   1.778169779e-06,                 1,                 1,                 1
        4574,      0.1844282863,     -0.4221531715,       1.913280149,       1.671282303,       4.548152297,      -9.309038645,    2.37917383e-09,   1.778169779e-06,                 1,                 1,                 1
        4575,      0.1844280709,      -0.422215996,       1.912845882,       1.671082328,       4.586245177,       -9.30872662,   2.379175426e-09,   1.778169779e-06,                 1,                 1,                 1
        4576,      0.1844278148,     -0.4224264975,       1.911566655,       1.670922301,       4.943761997,      -9.308412735,   2.379177051e-09,   1.778169779e-06,                 1,                 1,                 1
        4577,      0.1844274733,     -0.4227068259,       1.908890018,       1.670656563,       4.548057929,      -9.308080895,   2.379178703e-09,   1.778169779e-06,                 1,                 1,                 1
        4578,      0.1844271134,     -0.4202042968,        1.91036956,       1.670959069,       4.548817568,       -9.30762846,   2.379180381e-09,   1.778169779e-06,                 1,                 1,                 1
        4579,      0.1844268161,     -0.4209079373,       1.913113744,       1.671341561,       4.547238423,      -9.307303642,   2.379182085e-09,   1.778169779e-06,                 1,                 1,                 1
        4580,      0.1844265559,     -0.4198712528,       1.912137644,       1.671049751,        4.54738027,      -9.306960906,   2.379183814e-09,   1.778169779e-06,                 1,                 1,                 1
        4581,      0.1844358287,     -0.4225568737,       1.911265668,       1.671023313,       4.546391919,      -9.306578621,   2.379184292e-09,   1.778169779e-06,                 1,                 1,                 1
        4582,      0.1844355614,     -0.4166750124,       1.915684633,       1.670843944,       4.547623735,      -9.306159605,   2.379184419e-09,   1.778169779e-06,                 1,                 1,                 1
        4583,      0.1844353039,     -0.4208326041,       1.909336286,       1.670600904,       4.547679368,      -9.305727263,   2.379184558e-09,   1.778169779e-06,                 1,                 1,                 1
        4584,      0.1844350281,     -0.4182344334,       1.912720718,       1.670874932,       4.547557945,      -9.305280405,    2.37918471e-09,   1.778169779e-06,                 1,                 1,                 1
